sample_id,class_id,class_name,resolution,channels
IMG_0065,0,Speed_Limit_30,32x32,3
IMG_0066,0,Speed_Limit_30,32x32,3
IMG_0067,0,Speed_Limit_30,32x32,3
IMG_0068,0,Speed_Limit_30,32x32,3
IMG_0069,0,Speed_Limit_30,32x32,3
IMG_0070,0,Speed_Limit_30,32x32,3
IMG_0071,0,Speed_Limit_30,32x32,3
IMG_0072,0,Speed_Limit_30,32x32,3
IMG_0073,0,Speed_Limit_30,32x32,3
IMG_0074,0,Speed_Limit_30,32x32,3
IMG_0075,0,Speed_Limit_30,32x32,3
IMG_0076,0,Speed_Limit_30,32x32,3
IMG_0077,0,Speed_Limit_30,32x32,3
IMG_0078,0,Speed_Limit_30,32x32,3
IMG_0079,0,Speed_Limit_30,32x32,3
IMG_0080,0,Speed_Limit_30,32x32,3
IMG_0081,0,Speed_Limit_30,32x32,3
IMG_0082,0,Speed_Limit_30,32x32,3
IMG_0083,0,Speed_Limit_30,32x32,3
IMG_0084,0,Speed_Limit_30,32x32,3
IMG_0085,0,Speed_Limit_30,32x32,3
IMG_0086,0,Speed_Limit_30,32x32,3
IMG_0087,0,Speed_Limit_30,32x32,3
IMG_0088,0,Speed_Limit_30,32x32,3
IMG_0089,0,Speed_Limit_30,32x32,3
IMG_0090,0,Speed_Limit_30,32x32,3
IMG_0091,0,Speed_Limit_30,32x32,3
IMG_0092,0,Speed_Limit_30,32x32,3
IMG_0093,0,Speed_Limit_30,32x32,3
IMG_0094,0,Speed_Limit_30,32x32,3
IMG_0095,0,Speed_Limit_30,32x32,3
IMG_0096,0,Speed_Limit_30,32x32,3
IMG_0097,0,Speed_Limit_30,32x32,3
IMG_0098,0,Speed_Limit_30,32x32,3
IMG_0099,0,Speed_Limit_30,32x32,3
IMG_0100,0,Speed_Limit_30,32x32,3
IMG_0101,0,Speed_Limit_30,32x32,3
IMG_0102,0,Speed_Limit_30,32x32,3
IMG_0103,0,Speed_Limit_30,32x32,3
IMG_0104,0,Speed_Limit_30,32x32,3
IMG_0105,0,Speed_Limit_30,32x32,3
IMG_0106,0,Speed_Limit_30,32x32,3
IMG_0107,0,Speed_Limit_30,32x32,3
IMG_0108,0,Speed_Limit_30,32x32,3
IMG_0109,0,Speed_Limit_30,32x32,3
IMG_0110,0,Speed_Limit_30,32x32,3
IMG_0111,0,Speed_Limit_30,32x32,3
IMG_0112,0,Speed_Limit_30,32x32,3
IMG_0113,0,Speed_Limit_30,32x32,3
IMG_0114,0,Speed_Limit_30,32x32,3
IMG_0115,0,Speed_Limit_30,32x32,3
IMG_0116,0,Speed_Limit_30,32x32,3
IMG_0117,0,Speed_Limit_30,32x32,3
IMG_0118,0,Speed_Limit_30,32x32,3
IMG_0119,0,Speed_Limit_30,32x32,3
IMG_0120,0,Speed_Limit_30,32x32,3
IMG_0121,1,Speed_Limit_50,32x32,3
IMG_0122,1,Speed_Limit_50,32x32,3
IMG_0123,1,Speed_Limit_50,32x32,3
IMG_0124,1,Speed_Limit_50,32x32,3
IMG_0125,1,Speed_Limit_50,32x32,3
IMG_0126,1,Speed_Limit_50,32x32,3
IMG_0127,1,Speed_Limit_50,32x32,3
IMG_0128,1,Speed_Limit_50,32x32,3
IMG_0129,1,Speed_Limit_50,32x32,3
IMG_0130,1,Speed_Limit_50,32x32,3
IMG_0131,1,Speed_Limit_50,32x32,3
IMG_0132,1,Speed_Limit_50,32x32,3
IMG_0133,1,Speed_Limit_50,32x32,3
IMG_0134,1,Speed_Limit_50,32x32,3
IMG_0135,1,Speed_Limit_50,32x32,3
IMG_0136,1,Speed_Limit_50,32x32,3
IMG_0137,1,Speed_Limit_50,32x32,3
IMG_0138,1,Speed_Limit_50,32x32,3
IMG_0139,1,Speed_Limit_50,32x32,3
IMG_0140,1,Speed_Limit_50,32x32,3
IMG_0141,1,Speed_Limit_50,32x32,3
IMG_0142,1,Speed_Limit_50,32x32,3
IMG_0143,1,Speed_Limit_50,32x32,3
IMG_0144,1,Speed_Limit_50,32x32,3
IMG_0145,1,Speed_Limit_50,32x32,3
IMG_0146,1,Speed_Limit_50,32x32,3
IMG_0147,1,Speed_Limit_50,32x32,3
IMG_0148,1,Speed_Limit_50,32x32,3
IMG_0149,1,Speed_Limit_50,32x32,3
IMG_0150,1,Speed_Limit_50,32x32,3
IMG_0151,1,Speed_Limit_50,32x32,3
IMG_0152,1,Speed_Limit_50,32x32,3
IMG_0153,1,Speed_Limit_50,32x32,3
IMG_0154,1,Speed_Limit_50,32x32,3
IMG_0155,1,Speed_Limit_50,32x32,3
IMG_0156,1,Speed_Limit_50,32x32,3
IMG_0157,1,Speed_Limit_50,32x32,3
IMG_0158,1,Speed_Limit_50,32x32,3
IMG_0159,1,Speed_Limit_50,32x32,3
IMG_0160,1,Speed_Limit_50,32x32,3
IMG_0161,1,Speed_Limit_50,32x32,3
IMG_0162,1,Speed_Limit_50,32x32,3
IMG_0163,1,Speed_Limit_50,32x32,3
IMG_0164,1,Speed_Limit_50,32x32,3
IMG_0165,1,Speed_Limit_50,32x32,3
IMG_0166,1,Speed_Limit_50,32x32,3
IMG_0167,1,Speed_Limit_50,32x32,3
IMG_0168,1,Speed_Limit_50,32x32,3
IMG_0169,1,Speed_Limit_50,32x32,3
IMG_0170,1,Speed_Limit_50,32x32,3
IMG_0171,1,Speed_Limit_50,32x32,3
IMG_0172,1,Speed_Limit_50,32x32,3
IMG_0173,1,Speed_Limit_50,32x32,3
IMG_0174,1,Speed_Limit_50,32x32,3
IMG_0175,1,Speed_Limit_50,32x32,3
IMG_0176,1,Speed_Limit_50,32x32,3
IMG_0177,1,Speed_Limit_50,32x32,3
IMG_0178,1,Speed_Limit_50,32x32,3
IMG_0179,1,Speed_Limit_50,32x32,3
IMG_0180,1,Speed_Limit_50,32x32,3
IMG_0181,1,Speed_Limit_50,32x32,3
IMG_0182,1,Speed_Limit_50,32x32,3
IMG_0183,1,Speed_Limit_50,32x32,3
IMG_0184,1,Speed_Limit_50,32x32,3
IMG_0185,1,Speed_Limit_50,32x32,3
IMG_0186,1,Speed_Limit_50,32x32,3
IMG_0187,1,Speed_Limit_50,32x32,3
IMG_0188,1,Speed_Limit_50,32x32,3
IMG_0189,1,Speed_Limit_50,32x32,3
IMG_0190,1,Speed_Limit_50,32x32,3
IMG_0191,1,Speed_Limit_50,32x32,3
IMG_0192,1,Speed_Limit_50,32x32,3
IMG_0193,1,Speed_Limit_50,32x32,3
IMG_0194,1,Speed_Limit_50,32x32,3
IMG_0195,1,Speed_Limit_50,32x32,3
IMG_0196,1,Speed_Limit_50,32x32,3
IMG_0197,1,Speed_Limit_50,32x32,3
IMG_0198,1,Speed_Limit_50,32x32,3
IMG_0199,1,Speed_Limit_50,32x32,3
IMG_0200,1,Speed_Limit_50,32x32,3
IMG_0201,1,Speed_Limit_50,32x32,3
IMG_0202,1,Speed_Limit_50,32x32,3
IMG_0203,1,Speed_Limit_50,32x32,3
IMG_0204,1,Speed_Limit_50,32x32,3
IMG_0205,1,Speed_Limit_50,32x32,3
IMG_0206,1,Speed_Limit_50,32x32,3
IMG_0207,1,Speed_Limit_50,32x32,3
IMG_0208,1,Speed_Limit_50,32x32,3
IMG_0209,1,Speed_Limit_50,32x32,3
IMG_0210,1,Speed_Limit_50,32x32,3
IMG_0211,1,Speed_Limit_50,32x32,3
IMG_0212,1,Speed_Limit_50,32x32,3
IMG_0213,1,Speed_Limit_50,32x32,3
IMG_0214,1,Speed_Limit_50,32x32,3
IMG_0215,1,Speed_Limit_50,32x32,3
IMG_0216,1,Speed_Limit_50,32x32,3
IMG_0217,1,Speed_Limit_50,32x32,3
IMG_0218,1,Speed_Limit_50,32x32,3
IMG_0219,1,Speed_Limit_50,32x32,3
IMG_0220,1,Speed_Limit_50,32x32,3
IMG_0221,1,Speed_Limit_50,32x32,3
IMG_0222,1,Speed_Limit_50,32x32,3
IMG_0223,1,Speed_Limit_50,32x32,3
IMG_0224,1,Speed_Limit_50,32x32,3
IMG_0225,1,Speed_Limit_50,32x32,3
IMG_0226,1,Speed_Limit_50,32x32,3
IMG_0227,1,Speed_Limit_50,32x32,3
IMG_0228,1,Speed_Limit_50,32x32,3
IMG_0229,1,Speed_Limit_50,32x32,3
IMG_0230,1,Speed_Limit_50,32x32,3
IMG_0231,1,Speed_Limit_50,32x32,3
IMG_0232,1,Speed_Limit_50,32x32,3
IMG_0233,1,Speed_Limit_50,32x32,3
IMG_0234,1,Speed_Limit_50,32x32,3
IMG_0235,1,Speed_Limit_50,32x32,3
IMG_0236,1,Speed_Limit_50,32x32,3
IMG_0237,1,Speed_Limit_50,32x32,3
IMG_0238,1,Speed_Limit_50,32x32,3
IMG_0239,1,Speed_Limit_50,32x32,3
IMG_0240,1,Speed_Limit_50,32x32,3
IMG_0241,2,Speed_Limit_80,32x32,3
IMG_0242,2,Speed_Limit_80,32x32,3
IMG_0243,2,Speed_Limit_80,32x32,3
IMG_0244,2,Speed_Limit_80,32x32,3
IMG_0245,2,Speed_Limit_80,32x32,3
IMG_0246,2,Speed_Limit_80,32x32,3
IMG_0247,2,Speed_Limit_80,32x32,3
IMG_0248,2,Speed_Limit_80,32x32,3
IMG_0249,2,Speed_Limit_80,32x32,3
IMG_0250,2,Speed_Limit_80,32x32,3
IMG_0251,2,Speed_Limit_80,32x32,3
IMG_0252,2,Speed_Limit_80,32x32,3
IMG_0253,2,Speed_Limit_80,32x32,3
IMG_0254,2,Speed_Limit_80,32x32,3
IMG_0255,2,Speed_Limit_80,32x32,3
IMG_0256,2,Speed_Limit_80,32x32,3
IMG_0257,2,Speed_Limit_80,32x32,3
IMG_0258,2,Speed_Limit_80,32x32,3
IMG_0259,2,Speed_Limit_80,32x32,3
IMG_0260,2,Speed_Limit_80,32x32,3
IMG_0261,2,Speed_Limit_80,32x32,3
IMG_0262,2,Speed_Limit_80,32x32,3
IMG_0263,2,Speed_Limit_80,32x32,3
IMG_0264,2,Speed_Limit_80,32x32,3
IMG_0265,2,Speed_Limit_80,32x32,3
IMG_0266,2,Speed_Limit_80,32x32,3
IMG_0267,2,Speed_Limit_80,32x32,3
IMG_0268,2,Speed_Limit_80,32x32,3
IMG_0269,2,Speed_Limit_80,32x32,3
IMG_0270,2,Speed_Limit_80,32x32,3
IMG_0271,2,Speed_Limit_80,32x32,3
IMG_0272,2,Speed_Limit_80,32x32,3
IMG_0273,2,Speed_Limit_80,32x32,3
IMG_0274,2,Speed_Limit_80,32x32,3
IMG_0275,2,Speed_Limit_80,32x32,3
IMG_0276,2,Speed_Limit_80,32x32,3
IMG_0277,2,Speed_Limit_80,32x32,3
IMG_0278,2,Speed_Limit_80,32x32,3
IMG_0279,2,Speed_Limit_80,32x32,3
IMG_0280,2,Speed_Limit_80,32x32,3
IMG_0281,2,Speed_Limit_80,32x32,3
IMG_0282,2,Speed_Limit_80,32x32,3
IMG_0283,2,Speed_Limit_80,32x32,3
IMG_0284,2,Speed_Limit_80,32x32,3
IMG_0285,2,Speed_Limit_80,32x32,3
IMG_0286,2,Speed_Limit_80,32x32,3
IMG_0287,2,Speed_Limit_80,32x32,3
IMG_0288,2,Speed_Limit_80,32x32,3
IMG_0289,2,Speed_Limit_80,32x32,3
IMG_0290,2,Speed_Limit_80,32x32,3
IMG_0291,2,Speed_Limit_80,32x32,3
IMG_0292,2,Speed_Limit_80,32x32,3
IMG_0293,2,Speed_Limit_80,32x32,3
IMG_0294,2,Speed_Limit_80,32x32,3
IMG_0295,2,Speed_Limit_80,32x32,3
IMG_0296,2,Speed_Limit_80,32x32,3
IMG_0297,2,Speed_Limit_80,32x32,3
IMG_0298,2,Speed_Limit_80,32x32,3
IMG_0299,2,Speed_Limit_80,32x32,3
IMG_0300,2,Speed_Limit_80,32x32,3
IMG_0301,2,Speed_Limit_80,32x32,3
IMG_0302,2,Speed_Limit_80,32x32,3
IMG_0303,2,Speed_Limit_80,32x32,3
IMG_0304,2,Speed_Limit_80,32x32,3
IMG_0305,2,Speed_Limit_80,32x32,3
IMG_0306,2,Speed_Limit_80,32x32,3
IMG_0307,2,Speed_Limit_80,32x32,3
IMG_0308,2,Speed_Limit_80,32x32,3
IMG_0309,2,Speed_Limit_80,32x32,3
IMG_0310,2,Speed_Limit_80,32x32,3
IMG_0311,2,Speed_Limit_80,32x32,3
IMG_0312,2,Speed_Limit_80,32x32,3
IMG_0313,2,Speed_Limit_80,32x32,3
IMG_0314,2,Speed_Limit_80,32x32,3
IMG_0315,2,Speed_Limit_80,32x32,3
IMG_0316,2,Speed_Limit_80,32x32,3
IMG_0317,2,Speed_Limit_80,32x32,3
IMG_0318,2,Speed_Limit_80,32x32,3
IMG_0319,2,Speed_Limit_80,32x32,3
IMG_0320,2,Speed_Limit_80,32x32,3
IMG_0321,2,Speed_Limit_80,32x32,3
IMG_0322,2,Speed_Limit_80,32x32,3
IMG_0323,2,Speed_Limit_80,32x32,3
IMG_0324,2,Speed_Limit_80,32x32,3
IMG_0325,2,Speed_Limit_80,32x32,3
IMG_0326,2,Speed_Limit_80,32x32,3
IMG_0327,2,Speed_Limit_80,32x32,3
IMG_0328,2,Speed_Limit_80,32x32,3
IMG_0329,2,Speed_Limit_80,32x32,3
IMG_0330,2,Speed_Limit_80,32x32,3
IMG_0331,2,Speed_Limit_80,32x32,3
IMG_0332,2,Speed_Limit_80,32x32,3
IMG_0333,2,Speed_Limit_80,32x32,3
IMG_0334,2,Speed_Limit_80,32x32,3
IMG_0335,2,Speed_Limit_80,32x32,3
IMG_0336,2,Speed_Limit_80,32x32,3
IMG_0337,2,Speed_Limit_80,32x32,3
IMG_0338,2,Speed_Limit_80,32x32,3
IMG_0339,2,Speed_Limit_80,32x32,3
IMG_0340,2,Speed_Limit_80,32x32,3
IMG_0341,2,Speed_Limit_80,32x32,3
IMG_0342,2,Speed_Limit_80,32x32,3
IMG_0343,2,Speed_Limit_80,32x32,3
IMG_0344,2,Speed_Limit_80,32x32,3
IMG_0345,2,Speed_Limit_80,32x32,3
IMG_0346,2,Speed_Limit_80,32x32,3
IMG_0347,2,Speed_Limit_80,32x32,3
IMG_0348,2,Speed_Limit_80,32x32,3
IMG_0349,2,Speed_Limit_80,32x32,3
IMG_0350,2,Speed_Limit_80,32x32,3
IMG_0351,2,Speed_Limit_80,32x32,3
IMG_0352,2,Speed_Limit_80,32x32,3
IMG_0353,2,Speed_Limit_80,32x32,3
IMG_0354,2,Speed_Limit_80,32x32,3
IMG_0355,2,Speed_Limit_80,32x32,3
IMG_0356,2,Speed_Limit_80,32x32,3
IMG_0357,2,Speed_Limit_80,32x32,3
IMG_0358,2,Speed_Limit_80,32x32,3
IMG_0359,2,Speed_Limit_80,32x32,3
IMG_0360,2,Speed_Limit_80,32x32,3
IMG_0361,3,Stop_Sign,32x32,3
IMG_0362,3,Stop_Sign,32x32,3
IMG_0363,3,Stop_Sign,32x32,3
IMG_0364,3,Stop_Sign,32x32,3
IMG_0365,3,Stop_Sign,32x32,3
IMG_0366,3,Stop_Sign,32x32,3
IMG_0367,3,Stop_Sign,32x32,3
IMG_0368,3,Stop_Sign,32x32,3
IMG_0369,3,Stop_Sign,32x32,3
IMG_0370,3,Stop_Sign,32x32,3
IMG_0371,3,Stop_Sign,32x32,3
IMG_0372,3,Stop_Sign,32x32,3
IMG_0373,3,Stop_Sign,32x32,3
IMG_0374,3,Stop_Sign,32x32,3
IMG_0375,3,Stop_Sign,32x32,3
IMG_0376,3,Stop_Sign,32x32,3
IMG_0377,3,Stop_Sign,32x32,3
IMG_0378,3,Stop_Sign,32x32,3
IMG_0379,3,Stop_Sign,32x32,3
IMG_0380,3,Stop_Sign,32x32,3
IMG_0381,3,Stop_Sign,32x32,3
IMG_0382,3,Stop_Sign,32x32,3
IMG_0383,3,Stop_Sign,32x32,3
IMG_0384,3,Stop_Sign,32x32,3
IMG_0385,3,Stop_Sign,32x32,3
IMG_0386,3,Stop_Sign,32x32,3
IMG_0387,3,Stop_Sign,32x32,3
IMG_0388,3,Stop_Sign,32x32,3
IMG_0389,3,Stop_Sign,32x32,3
IMG_0390,3,Stop_Sign,32x32,3
IMG_0391,3,Stop_Sign,32x32,3
IMG_0392,3,Stop_Sign,32x32,3
IMG_0393,3,Stop_Sign,32x32,3
IMG_0394,3,Stop_Sign,32x32,3
IMG_0395,3,Stop_Sign,32x32,3
IMG_0396,3,Stop_Sign,32x32,3
IMG_0397,3,Stop_Sign,32x32,3
IMG_0398,3,Stop_Sign,32x32,3
IMG_0399,3,Stop_Sign,32x32,3
IMG_0400,3,Stop_Sign,32x32,3
IMG_0401,3,Stop_Sign,32x32,3
IMG_0402,3,Stop_Sign,32x32,3
IMG_0403,3,Stop_Sign,32x32,3
IMG_0404,3,Stop_Sign,32x32,3
IMG_0405,3,Stop_Sign,32x32,3
IMG_0406,3,Stop_Sign,32x32,3
IMG_0407,3,Stop_Sign,32x32,3
IMG_0408,3,Stop_Sign,32x32,3
IMG_0409,3,Stop_Sign,32x32,3
IMG_0410,3,Stop_Sign,32x32,3
IMG_0411,3,Stop_Sign,32x32,3
IMG_0412,3,Stop_Sign,32x32,3
IMG_0413,3,Stop_Sign,32x32,3
IMG_0414,3,Stop_Sign,32x32,3
IMG_0415,3,Stop_Sign,32x32,3
IMG_0416,3,Stop_Sign,32x32,3
IMG_0417,3,Stop_Sign,32x32,3
IMG_0418,3,Stop_Sign,32x32,3
IMG_0419,3,Stop_Sign,32x32,3
IMG_0420,3,Stop_Sign,32x32,3
IMG_0421,3,Stop_Sign,32x32,3
IMG_0422,3,Stop_Sign,32x32,3
IMG_0423,3,Stop_Sign,32x32,3
IMG_0424,3,Stop_Sign,32x32,3
IMG_0425,3,Stop_Sign,32x32,3
IMG_0426,3,Stop_Sign,32x32,3
IMG_0427,3,Stop_Sign,32x32,3
IMG_0428,3,Stop_Sign,32x32,3
IMG_0429,3,Stop_Sign,32x32,3
IMG_0430,3,Stop_Sign,32x32,3
IMG_0431,3,Stop_Sign,32x32,3
IMG_0432,3,Stop_Sign,32x32,3
IMG_0433,3,Stop_Sign,32x32,3
IMG_0434,3,Stop_Sign,32x32,3
IMG_0435,3,Stop_Sign,32x32,3
IMG_0436,3,Stop_Sign,32x32,3
IMG_0437,3,Stop_Sign,32x32,3
IMG_0438,3,Stop_Sign,32x32,3
IMG_0439,3,Stop_Sign,32x32,3
IMG_0440,3,Stop_Sign,32x32,3
IMG_0441,3,Stop_Sign,32x32,3
IMG_0442,3,Stop_Sign,32x32,3
IMG_0443,3,Stop_Sign,32x32,3
IMG_0444,3,Stop_Sign,32x32,3
IMG_0445,3,Stop_Sign,32x32,3
IMG_0446,3,Stop_Sign,32x32,3
IMG_0447,3,Stop_Sign,32x32,3
IMG_0448,3,Stop_Sign,32x32,3
IMG_0449,3,Stop_Sign,32x32,3
IMG_0450,3,Stop_Sign,32x32,3
IMG_0451,3,Stop_Sign,32x32,3
IMG_0452,3,Stop_Sign,32x32,3
IMG_0453,3,Stop_Sign,32x32,3
IMG_0454,3,Stop_Sign,32x32,3
IMG_0455,3,Stop_Sign,32x32,3
IMG_0456,3,Stop_Sign,32x32,3
IMG_0457,3,Stop_Sign,32x32,3
IMG_0458,3,Stop_Sign,32x32,3
IMG_0459,3,Stop_Sign,32x32,3
IMG_0460,3,Stop_Sign,32x32,3
IMG_0461,3,Stop_Sign,32x32,3
IMG_0462,3,Stop_Sign,32x32,3
IMG_0463,3,Stop_Sign,32x32,3
IMG_0464,3,Stop_Sign,32x32,3
IMG_0465,3,Stop_Sign,32x32,3
IMG_0466,3,Stop_Sign,32x32,3
IMG_0467,3,Stop_Sign,32x32,3
IMG_0468,3,Stop_Sign,32x32,3
IMG_0469,3,Stop_Sign,32x32,3
IMG_0470,3,Stop_Sign,32x32,3
IMG_0471,3,Stop_Sign,32x32,3
IMG_0472,3,Stop_Sign,32x32,3
IMG_0473,3,Stop_Sign,32x32,3
IMG_0474,3,Stop_Sign,32x32,3
IMG_0475,3,Stop_Sign,32x32,3
IMG_0476,3,Stop_Sign,32x32,3
IMG_0477,3,Stop_Sign,32x32,3
IMG_0478,3,Stop_Sign,32x32,3
IMG_0479,3,Stop_Sign,32x32,3
IMG_0480,3,Stop_Sign,32x32,3
IMG_0481,4,Yield_Sign,32x32,3
IMG_0482,4,Yield_Sign,32x32,3
IMG_0483,4,Yield_Sign,32x32,3
IMG_0484,4,Yield_Sign,32x32,3
IMG_0485,4,Yield_Sign,32x32,3
IMG_0486,4,Yield_Sign,32x32,3
IMG_0487,4,Yield_Sign,32x32,3
IMG_0488,4,Yield_Sign,32x32,3
IMG_0489,4,Yield_Sign,32x32,3
IMG_0490,4,Yield_Sign,32x32,3
IMG_0491,4,Yield_Sign,32x32,3
IMG_0492,4,Yield_Sign,32x32,3
IMG_0493,4,Yield_Sign,32x32,3
IMG_0494,4,Yield_Sign,32x32,3
IMG_0495,4,Yield_Sign,32x32,3
IMG_0496,4,Yield_Sign,32x32,3
IMG_0497,4,Yield_Sign,32x32,3
IMG_0498,4,Yield_Sign,32x32,3
IMG_0499,4,Yield_Sign,32x32,3
IMG_0500,4,Yield_Sign,32x32,3
IMG_0501,4,Yield_Sign,32x32,3
IMG_0502,4,Yield_Sign,32x32,3
IMG_0503,4,Yield_Sign,32x32,3
IMG_0504,4,Yield_Sign,32x32,3
IMG_0505,4,Yield_Sign,32x32,3
IMG_0506,4,Yield_Sign,32x32,3
IMG_0507,4,Yield_Sign,32x32,3
IMG_0508,4,Yield_Sign,32x32,3
IMG_0509,4,Yield_Sign,32x32,3
IMG_0510,4,Yield_Sign,32x32,3
IMG_0511,4,Yield_Sign,32x32,3
IMG_0512,4,Yield_Sign,32x32,3
IMG_0513,4,Yield_Sign,32x32,3
IMG_0514,4,Yield_Sign,32x32,3
IMG_0515,4,Yield_Sign,32x32,3
IMG_0516,4,Yield_Sign,32x32,3
IMG_0517,4,Yield_Sign,32x32,3
IMG_0518,4,Yield_Sign,32x32,3
IMG_0519,4,Yield_Sign,32x32,3
IMG_0520,4,Yield_Sign,32x32,3
IMG_0521,4,Yield_Sign,32x32,3
IMG_0522,4,Yield_Sign,32x32,3
IMG_0523,4,Yield_Sign,32x32,3
IMG_0524,4,Yield_Sign,32x32,3
IMG_0525,4,Yield_Sign,32x32,3
IMG_0526,4,Yield_Sign,32x32,3
IMG_0527,4,Yield_Sign,32x32,3
IMG_0528,4,Yield_Sign,32x32,3
IMG_0529,4,Yield_Sign,32x32,3
IMG_0530,4,Yield_Sign,32x32,3
IMG_0531,4,Yield_Sign,32x32,3
IMG_0532,4,Yield_Sign,32x32,3
IMG_0533,4,Yield_Sign,32x32,3
IMG_0534,4,Yield_Sign,32x32,3
IMG_0535,4,Yield_Sign,32x32,3
IMG_0536,4,Yield_Sign,32x32,3
IMG_0537,4,Yield_Sign,32x32,3
IMG_0538,4,Yield_Sign,32x32,3
IMG_0539,4,Yield_Sign,32x32,3
IMG_0540,4,Yield_Sign,32x32,3
IMG_0541,4,Yield_Sign,32x32,3
IMG_0542,4,Yield_Sign,32x32,3
IMG_0543,4,Yield_Sign,32x32,3
IMG_0544,4,Yield_Sign,32x32,3
IMG_0545,4,Yield_Sign,32x32,3
IMG_0546,4,Yield_Sign,32x32,3
IMG_0547,4,Yield_Sign,32x32,3
IMG_0548,4,Yield_Sign,32x32,3
IMG_0549,4,Yield_Sign,32x32,3
IMG_0550,4,Yield_Sign,32x32,3
IMG_0551,4,Yield_Sign,32x32,3
IMG_0552,4,Yield_Sign,32x32,3
IMG_0553,4,Yield_Sign,32x32,3
IMG_0554,4,Yield_Sign,32x32,3
IMG_0555,4,Yield_Sign,32x32,3
IMG_0556,4,Yield_Sign,32x32,3
IMG_0557,4,Yield_Sign,32x32,3
IMG_0558,4,Yield_Sign,32x32,3
IMG_0559,4,Yield_Sign,32x32,3
IMG_0560,4,Yield_Sign,32x32,3
IMG_0561,4,Yield_Sign,32x32,3
IMG_0562,4,Yield_Sign,32x32,3
IMG_0563,4,Yield_Sign,32x32,3
IMG_0564,4,Yield_Sign,32x32,3
IMG_0565,4,Yield_Sign,32x32,3
IMG_0566,4,Yield_Sign,32x32,3
IMG_0567,4,Yield_Sign,32x32,3
IMG_0568,4,Yield_Sign,32x32,3
IMG_0569,4,Yield_Sign,32x32,3
IMG_0570,4,Yield_Sign,32x32,3
IMG_0571,4,Yield_Sign,32x32,3
IMG_0572,4,Yield_Sign,32x32,3
IMG_0573,4,Yield_Sign,32x32,3
IMG_0574,4,Yield_Sign,32x32,3
IMG_0575,4,Yield_Sign,32x32,3
